file,commit,before,after
src/content/editorial/products/rfid-labels/ntag215-nfc-sticker.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/ntag215-nfc-sticker.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.10–0.30 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.10–0.30 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/ntag216-nfc-sticker.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/ntag216-nfc-sticker.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.10–0.30 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.10–0.30 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/ntag424-dna-tamper-evident-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/ntag424-dna-tamper-evident-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–1.20 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–1.20 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/rfid-cryogenic-specimen-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/rfid-cryogenic-specimen-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.10–0.30 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.10–0.30 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/rfid-dry-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/rfid-dry-inlay.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.15–0.25 @ 1k · 0.05–0.10 @ 100k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/rfid-plant-nursery-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/rfid-plant-nursery-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.10–0.30 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.10–0.30 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/rfid-specimen-slide-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/rfid-specimen-slide-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.10–0.30 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.10–0.30 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/uhf-rfid-apparel-hang-tag-retail.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/uhf-rfid-apparel-hang-tag-retail.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.08–0.25 /pc @ 10k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.08–0.25 /pc @ 10k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/uhf-rfid-paper-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/uhf-rfid-paper-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.08–0.25 /pc @ 10k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.08–0.25 /pc @ 10k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-labels/uhf-rfid-tire-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-labels/uhf-rfid-tire-label.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.08–0.25 /pc @ 10k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.08–0.25 /pc @ 10k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-readers/desktop-nfc-reader-encoder.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-readers/fixed-uhf-rfid-reader.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-readers/fixed-uhf-rfid-reader.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-readers/fixed-uhf-rfid-reader.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""From USD 800 (fixed UHF, 4-port) (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""From USD 800 (fixed UHF, 4-port) (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-readers/handheld-uhf-rfid-reader.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-readers/handheld-uhf-rfid-reader.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""From USD 400 (handheld UHF) (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""From USD 400 (handheld UHF) (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/anti-metal-uhf-it-asset-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/anti-metal-uhf-it-asset-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/high-temperature-rfid-tag-200c.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/high-temperature-rfid-tag-200c.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-aircraft-part-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-aircraft-part-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-aircraft-part-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-ammo-can-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-ammo-can-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-anchor-bolt-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-anchor-bolt-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-animal-ear-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-animal-ear-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-anti-metal-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-anti-metal-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-blood-bag-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-blood-bag-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.30–1.20 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.30–1.20 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-bolt-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-bolt-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-cable-seal-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-cable-seal-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-ceramic-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-ceramic-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-ceramic-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-concrete-embed-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-concrete-embed-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-ear-tag-livestock.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-ear-tag-livestock.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-epoxy-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-epoxy-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.35–0.80 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.35–0.80 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-eyelet-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-eyelet-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-fire-extinguisher-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-fire-extinguisher-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-fish-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-fish-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-fish-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-flag-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-flag-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-glass-capsule-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-glass-capsule-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-glass-capsule-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-guard-tour-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-hang-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-hang-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-helmet-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-helmet-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-high-temp-silicone-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-high-temp-silicone-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-high-temperature-ceramic-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-high-temperature-ceramic-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-ibc-chemical-drum-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-ibc-chemical-drum-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-jewelry-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-jewelry-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.10–0.30 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.10–0.30 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-keg-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-library-book-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-library-book-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.10–0.30 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.10–0.30 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-livestock-leg-band.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-livestock-leg-band.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-magnet-mount-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-magnet-mount-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-manhole-cover-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-manhole-cover-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-mining-asset-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-mining-asset-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-nail-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
